album,data,musica,letra
Zero e Um,2004-04-26 00:00:00,Tudo,"Diga hoje: o que fará sorrir
O que vai precisar para ser mais uma vez
Diga hoje o que suportar
Como comportar, vencer
Tudo que é brilho, ou demodê
Pra sempre mudar
Com a mesma paisagem
Pra sempre fingir, em um cenário real
O show do dia-a-dia não completa mais
Esta cena não satisfaz, nem nunca o fez
Vendo isso sempre parece vazio
Não parece ser um caminho
Metas demais pra entender um porque...
Pra sempre mudar
Com a mesma paisagem
Pra sermpe fingir, em um cenario real
Pra sempre, pra sempre tudo
Pra sempre tudo, espetacular!
E o que fazia entender, (não vale mais!)
Foi digerido
Quanto mais correr, quanto mais gastar
E o que mais dizer...
Diga: já vimos este lugar antes
O que foi que passou?
Diga pra sempre se arrepender
Sempre incompleto
Usado como qualquer um
Pois tudo, é ganância!(sem ver)
Pois tudo, (sem ter) é ganância
Não me vale mais
Não te vale mais
Não valha ninguem
Mas só ninguém consegue ver
E o que faza entender (não vale mais!)
Foi digerido
Quanto mais correr, quanto mais gastar
E o que mais dizer...
E o que mais dizer?"
EP 2002,2002-01-01 00:00:00,Sem Alma,"Esta é a vida, iremos viver o jogo em que lutamos pra sobreviver
Nas salas, nas esquinas, nas cozinhas, no estomago o nada. Nas noites, nos dias, e sobre a pele marcada e surrada. No frio! E o frio? A cortar, a doer. E não sobrará nem a solidão. O jogo tem seu cérebro e coração. Ter o tempo levando nosso pão, leite e alma. Nas ruas, nas pessoas, nas empresas... nos olhos as lágrimas. A esperança do emprego nas noites de insônia. E a insônia! E a insônia? De viver sob lágrimas. E não era nossa imaginação, não era essa a intenção. Ter o tempo marcando nossas mãos, olhos e almas. Nas casas, nas mesas, nas barrigas, nos olhos as lágrimas. No peito o vazio e no prato o nada. E o nada? E a fome? E o nada? Corroer. E não era nossa imaginação, não era essa a intenção, o povo e o sangue escravizados e sem alma"
EP 2002,2002-01-01 00:00:00,Aprendendo A Dirigir,"Uma criança pequena ter amigos e escorregar
E o velho em um banco de praça olhar a banda passar, prosperar
O monge meditar, o banqueiro lucrar, a mãe amamentar e o crente rezar
Em uma favela próxima o novo Hiltler nasceu
E Jesus passa embaixo em um Mercedes a acenar
Regras de bem e mal
Lideres que odeiam lideres te farão andar na retidão
Pois ódio é amor
Explica a diferença, explica a sensação
De não ter mais parâmetros, de não ter mais razão
Os objetivos dos outros são outros que não os seus
Tire os arreios e freios e se permita desviar
O preso fugir, o policial matar
E pra tantas pessoas simplesmente passar
Pro humanista fazer uma boa ação
E para os cristãos acreditar em redenção
Novos homens, homens com missões para lhe salvar
Mas a sinceridade do bêbado vai te insultar
Ocerto nunca errou, o errado nunca acertou
A certeza é algo tão rarefeito e simples de aceitar
Explica a diferença, explica a sensação
Faça a auto crítica mas abra seu coração
O ismo ofascismo o ão religião
Se não se pode ser o todo, entao o que pode mudar?"
Afasia,2001-01-01 00:00:00,Afasia,"As palavras
Os discursos
A nova ordem mundial
Todas as verdades incontestáveis do radical
Parecem sons
Parecem ondas que nunca poderemos ver
O ranço de verdade do que é o ideal
Os loucos riem do presidente na TV
Pois podem achar o que está velado
Sob o verbo e o poder e a língua escondem
A retitude
O orgulho
As boas em más intenções
E toda violência aplicada para o bem
Sorrir quando se quer chorar
Sorrir parar viver
Parecem homens mortos pra quem pode perceber
Os loucos riem de você a discursar
Pois podem ouvir
Seu coração prefere não amar
Ele quer ser Deus
Vou sorrir!
Vou chorar!
Vou saber!
Entender!
Vou sorrir!
Vou chorar!
Vou saber!
Entender!
Afasia"
Afasia,2001-01-01 00:00:00,Proprietários Do 3º Mundo,"Promessas eternas por cumprir
E mortos demais a esperar
Sobre uma terra fértil à espera de mãos pra plantar
Mas os punhos fechados e amargos
Dos proprietários do terceiro mundo
Perderão sangue demais, pra perdoar
Mentalidade tacanha e assassina
Nas favelas do terceiro mundo
Mortos, suicídios, chacinas somados é o que se vê
Minério, violência, especulação
Bens materiais a amar
Prédios altos que mostrarão quão grande o tombo será
Mas a ordem e progresso assassina
Dos educados do terceiro mundo
São cegas demais pra perceber
Mas o ódio e a fome
Dos sem-teto do terceiro mundo
Justiça por caos podemos ver
Liberdade, paz, força e coração vida, amor
Libertação um desejo incontido
Nas cabeças do terceiro mundo
Tudo isso virá se pudermos perceber
Que amar, viver, cantar, não será em vão"
Afasia,2001-01-01 00:00:00,Tango,"Foi difícil entender
Impossível de acreditar
Uma vida devotada embasada em sobreviver
Mais que qualquer ideal sobressai o teu amor
Não há ruas, partidos e regras para te deter
Mais que uma instituição feita para deformar
Liberdade e emoção me permitiram sonhar
Tu és a vida real, e sempre esteve de pé
Nunca reclamou da batalha que é criar
Sociedade e discriminação
Cabeça erguida a enfrentar
Nenhum patriarcado ou família te fizeram calar
Não há nada a provar
Eu já posso entender
O que pode ser mais rebelde depois de você?
Forte, vive e a sorrir sua vitória deve insultar
A todos que preferem te ver a chorar
Acredite aprendi demais
Seu silêncio constrangedor
Liberdade é muito mais que palavras a dizer
Gostaria de agradecer
Espero um dia retribuir
Coração do meu céu por favor seja feliz!
Agora vem a tua vez! usufrua do teu amor
Sua prole sobreviveu e só resta agradecer...mãe"
Afasia,2001-01-01 00:00:00,Viver,"Deve existir uma nova forma de ver
De olhos fechados
Poder entender
Se todos os livros que eu puder ler
Não lembrarem nada
E eu não conseguir viver!
Viver!
Viver
E ter
E ver
E crer!
Viver!
Viver!
Viver
E ver em....
Se posso aprender também posso ensinar
Aberto ao novo
E nunca cristalizar
Gritar
Chorar
Doer
Pensar em mim
Viver o total
O mundo é e não é teu
Viver!
Viver!
Viver!
Não crer
Não ver
Não ser
Viver!
Viver!
Viver
E ver em...
Se dou um passo à frente já estou em outro lugar
Não preciso de suas muletas pois os pés eu vou usar
É ter autonomia pra guiar
Olhar pra qualquer lado e ter o direito de me esborrachar..."
Afasia,2001-01-01 00:00:00,A Cura,"Dois mil anos mais apenas por termos fechado
Os olhos algumas vezes, até quando a culpa!
Sublimar o que é ruim, apontar o dedo assim
Acreditar na redenção
Se o pior está aí não posso estar em seu lugar
Certo demais! puro demais!
Vidas fogem ao controle com as armas os beijos
Carregados do seu pecado, frágeis, intensos
Se deleguei o meu poder, controlado controlar
Toda dor será prazer
E todo orgulho esconderá que me mato em você
A razão da vida é...
E toda dor e todo prazer e todo sexo e poder
E nos discursos feitos pelo bem. onde errei!?
Quantas vezes vamos desistir?
Quantas vezes omitir!
Culpar por culpa, curar sem cura
E se em dois mil anos eu me *curar?
E você não estiver mais aqui..."
Afasia,2001-01-01 00:00:00,Revolver,"Apesar de entender que tudo deve mudar
Geração x em busca de um ideal
Traz os ranços no coração
Apontados para você
Casas, castas, famílias, dogmas e religião
Existe uma razão
Querem te fazer sentir
Pondo culpa em você !
Quando se tem 18 como é complicado...
E aos 23 já te fizeram desistir
Supostamente engajado
Atirando pra todo lado
Escolas, tendências, governos muita ou pouca educação ?
Razão do irracional
Já te fez esquecer...
Que o bem não é só você
Não entende porque se era uma boa intenção
Não pode ver que carrega um ranço cultural
Mas é tão jovem
E sabe que tem ...
Mas aplica tão mal...
Este poder jovem te tornará senil
E destruirá tudo de bom que já existiu...
Um homem morto aos 30
Em uma boa posição...
Este é você ..."
Afasia,2001-01-01 00:00:00,Linear,"Me dê sua mão posso te salvar!
Por muito tempo acreditar e ser assim...
Descomunizar o senso comum
E se tornar especial...
Olhar os meus olhos e se perceber campeão
Em nome do privado estatizarei
O estado agora é o eu e isso inclui você
É tudo muito simples seja racional!
Nossa coerência te dará uma ajuda na salvação
Siga esta linha traçada no chão e veja luz do meu farol...
A velha nova alternativa não é circular...
Dois mais dois são quatro!
A nova moral
A flecha no seu alvo!
A solução final!
Linear!
Cante a música!
Reto é andar!
Linear!
A forma correta está abaixo e maiúsculo!!
Me dê sua mão posso te salvar!
Por muito tempo acreditar e ser assim...
Descomunizar o senso comum
E se tornar especial...
MANTER A CABEÇA ERGUIDA e se perceber campeão
Em nome do privado estatizarei
O estado agora é o eu e isso inclui você
É tudo muito simples seja racional!
Nossa coerência te dará uma ajuda na salvação
Siga esta linha traçada no chão e veja luz do meu farol...
A velha nova alternativa não é circular...
Dois mais dois são quatro!
A nova moral
A flecha no seu alvo!
A solução final!
Linear!
Cante a música!
Reto é andar!
Linear!"
Afasia,2001-01-01 00:00:00,Iceberg,"Ter olhos e não ver
Coração e não sentir
O que sozinho você
Me faz
Ter vida e não ser
Ter mundo e não existir
Olha a tristeza que você me traz
Por onde começar?
É hora de a alma vagar ...
Por onde devo começar?
Vejo tudo congelar
Você e eu embaixo dessa chuva
Você e eu sozinhos aqui...
Ter pernas e não andar
Ter boca e não beijar
Quanta falta você me faz...
Ter ouvidos e não escutar
Cada palavra que tinha pra falar
Você insistiu em vagar e odiar...
E sinto que sozinho você não vai mudar
Sozinho por aqui eu vou ficar
E nesse oceano você e eu iremos vagar
E nada neste mundo nos fará mudar
É a hora de a alma
Congelar...
(almas definitivamente não congelam)"
Afasia,2001-01-01 00:00:00,Noite,"Solidão, caminhar
Espero um dia te ver mudar
Essa vida são escolhas sem direção
Nada é linear
Continuar, sobreviver
Pode ser muito cedo pra entender...
Idéias em comum se tornam divisão
Caminhos opostos que se encontram ou não
Até que um dia amanhecer e você vir a perceber....
Até que um dia se levantar....
Semelhança e diferença nos fizeram paralisar...
E fingimos esquecer o que passou...
Não há futuro, não há passado
Tudo que se foi ou que virá
Só existe um sentimento teu por mim
Estagnado odiar...
E não se ver
E não sentir
Que o fardo em sua costas te impede de existir
Deixar escapar o que é melhor
A chama em seu olho apagou
Até que um dia amanhecer
E você finalmente perceber...
Até que um dia se levantar ...
Que nossas semelhanças nos façam caminhar
E observar
E que um dia você possa me ver em ti...
Juntos estar em ação
Poder dizer um dia união
No presente existir
Pois a vida é curta e preciso agir"
Afasia,2001-01-01 00:00:00,No Chão,"Sua idéia de diferença te tornou igual demais
A arrogância e insegurança de quem não sabe o que faz
No chão agora, e o que mais dizer?
Você não pode se odiar tanto assim
Agora que estou aqui, você se sente feliz?
Confesso o sonho virou pesadelo...
Há 10 anos pensei que não seria assim
Regras, certezas. verdades únicas não são pra mim
A manipulação do engajamento te fez igual
Agora estou no chão, quem você quer derrubar?
Talvez não reste mais ninguém
Talvez não, só você mesmo...
Pois a verdade única que irá te levantar
É a verdade única que irá te derrubar
E todos um dia nos encontraremos
No chão"
Afasia,2001-01-01 00:00:00,Reprogresso,"Não há chão para pisar
Não me lembro mais deste lugar
Aqui onde hoje passam os ônibus
Minha avó pisava ao mar
E é por isso que estou aqui
E com força me seguro em ti
Pois não sei de onde venho
Talvez possa até ser bom
Mas queria tanto ver a história
Que o asfalto tapou
Esta fumaça que não existia
Agora me impede de te olhar
E o progresso que suja o horizonte
Me tornou tão intolerante
Mais uma geração se perdeu
Isso não pode ter sido sem querer
E vimos o prédio crescer
E parados a ilha afundou
Só soubemos nos matar
As ilhas... na ilha"
Afasia,2001-01-01 00:00:00,Ad Infinittum,"Quase um dia
Quase agora
Quase eu quase você
Enquanto o tempo passa quase poderemos entender
Se este senso de incompletude passar
Será que um dia alguma coisa vai mudar?
É você que está doente?
Ou serei eu?
A busca pela cura quase nos matará...
Quase homem
Quase preto
Quase branco
Quase deus
Quase morrer
Quase viver
Quase trepar
E nunca amar
E quando tudo acabar será o fim?
E quando tudo acabou quase percebemos a existência circular...
Ad infinittum"
Afasia,2001-01-01 00:00:00,Me Ensina,"Preciso acordar e não me notar
Preciso vencer sem sequer ganhar
Preciso precisar sem sequer ter
Eu quero ser e não perceber
Vou te amar e não te ter, entender sem estudar
Me ensina a tirar essas marcas e encontrar o meu verdadeiro
Me ensina
Vou te olhar de frente então
Enfrentar a contradição
Sem minha máscara vou sorrir
Marcas de uma educação
Ranços de uma herança que se vão
O poder de observar
Observar e não ter poder
O verbo que devo calar
As palavras que você não vai ler
Me ensina a tirar essas marcas e encontrar o meu verdadeiro
Me ensina
E agora amor vou poder ser feliz, esqueci teu nome
Seremos um eu de verdade, esqueci meu nome 
E aprenderemos diariamente a desaprender e a viver como realmente somos"
Afasia,2001-01-01 00:00:00,Perfect Party,"Perfect party, i wanna stay with you
Perfect party, see yoursmile at me
Ficar aqui
Ou ir embora?
Liberdade em sua prisão
Seu limite me apavora
Não questiono se há amor ou não
Só respeite um pouco minha dor
Perfect party, don't wanna staywith you
Perfect party, seus olhos a denunciar
Fuck this, fuckthat birthday party
Fucking! fucking birthday party
Não serei salvador e nem o salvo
Se fazem tão mal os que dizem zelar por nós
Célula mãe criadora desta moral
Talvez tenha colocado essa tristeza em mim...
Perfect party, don't wanna stay with us
Perfect party, sentir sua raiva em mim…
Fuck this, fuckthat birthday party
Fucking! fucking birthday party
Quero voar!
Não quero esperar
Longe daqui, talvez ser feliz...
Quero voar! não quero esperar
Longe daqui, talvez me encontrar"
Sonho Médio,1999-12-17 00:00:00,Escapando,"Agora vejo as suas costas
E não há mais nada a dizer
Não há mais olhos nos olhos
Nem uma palavra a se perder
Eu sei não somos bons em diferenças
Mas pelo menos nós tentamos
Que seria da vida se as vezes não pudéssemos tentar?
Coisas da vida que agora não mais existirão...
Palavras perdidas
E portas abertas
Quartos vazios
Corpos sem rosto
Mentiras não ditas
Feridas que não se vê!
Quem poderia dizer que sim
Ou quem ousaria dizer que não?
Somos apenas humanos
Tentando
Tentando
Mais uma vez
Agora vejo as suas costas
E não há mais nada a dizer
Não há mais olhos nos olhos
Nem uma palavra a se perder!
Não fomos bons em diferenças
Não fomos bons em nos entender
E agora só restará..... a solidão!!!!
Agora vejo as suas costas
E não há mais nada a dizer
Prefiro não mais te ver"
Sonho Médio,1999-12-17 00:00:00,Sobre a Violência,"Você insistiu em não perceber
Virar as costas e esquecer
Agora é tarde, não tente se esconder!
E sobre a violência
Que você fingiu não ver agora explode
Agora explode em sua cara
Eu só vejo o sangue a correr
Não há mais nada
Não tente se omitir
E nem aponte o dedo pra fingir não ser você
E sobre a violência
Que você fingiu não ver agora explode
Agora atinge a sua vida
E eu só vejo muros a crescer
E sobre a violência
Que você fingiu não ver, e agora explode
Agora atinge os seus filhos
E eu só vejo lágrimas a correr"
Sonho Médio,1999-12-17 00:00:00,Modificar,"Já era hora se fez o tempo, aqueles tempos foram escuros demais
Toda a esperança vinha das ruas e não havia como perder
E nosso sonho por saúde e educação
Se foi
Largado pra depois
E os militares que esperávamos que um dia iriam pagar
Continuam no poder
Então veio 88
Foi determinado agora sim poderíamos votar/escolher
Mas um ano depois percebemos o quão estávamos enfraquecidos
Corações e mentes agora guiados (ordenados) por uma tela de TV
Nossa vontade já não existia pois agíamos como zumbis
Pagamos caro pela ilusão
O moderninho nos enganou
E enquanto retia nossa poupança
Roubava mais que os ladrões
E nosso sonho por um dia sermos iguais
Se foi
Foi deixado pra depois
E os corruptos que esperávamos que um dia iriam pagar
Acabavam de se eleger
Quando vieram os anos 90
E o caos e o cinza tomou conta de tudo
Salvadores de pátria agora não iriam mais ajudar
Não há mais culpados nem inocentes, agora todos irão pagar
Mas na guerra sublimada aleijados e analfabetos ainda tentam modificar"
Sonho Médio,1999-12-17 00:00:00,Paz Verde,"Enquanto o índio e o povo são massacrados
Por todo mundo se vociferou
Aquele povo, aquela gente
Pulmão do mundo, tudo que sobrou
Destroem por maldade os imbecis
São o próprio diabo de nossa religião, malditos pobres
Malditos imundos que não sabem lucrar
Pedem dinheiro pra se endividar
Vamos criar uma instituição
Uma instituição nacional pois o verde queremos salvar
Paz verde!!
Hipocrisia mundial!!
Seus bancos a cobrar
Meu povo a morrer...
Não me venha com retórica terceiro mundista
Seu incompetente miscigenado
A culpa não é do capital!
O meu império ecologista sabe lucrar
Sabe vender e o que é melhor
A selva foi internacionalizada
Índio iludido pensou que fosse melhorar
Todas as bandeiras (do G7) estavam lá!
Mas o que se viu foi mais uma divisão
Índios tiveram que financiar suas ocas em bancos silvestres
Paz verde!!
Hipocrisia mundial!!
E o FMI?
E os juros a pagar?!
Talvez se não tivéssemos sido colonizados
E se tivessem deixado o índio em paz....
Mas depois desta retórica suja, sectária e desumana
Foi você que nos ensinou
A comprar
A vender
E a lucrar!!
Paz verde!!
Hipocrisia mundial!!
Vocês a consumir
E nós a produzir...."
Sonho Médio,1999-12-17 00:00:00,Mulheres Negras,"E se um dia tivéssemos que resistir
E se tudo que fizéssemos fosse em vão?
A vida mesmo assim teria uma razão
Manter-se de pé e esperar
E se não fossemos tão jovens ainda estaríamos aqui?
E se não pudéssemos mais cantar
Nem reclamar
Nem protestar?
Fingiríamos esquecer nosso ideal
Ou lutaríamos agora pra valer?
Os tombos da vida nos fazem crescer
E não devemos desistir...
Mas então vamos lá
Lutar por um ideal
Se viver é resistir
Então será...
E ai poderemos sorrir como mulheres negras
Que apesar de todo sofrimento se negam a chorar"
Sonho Médio,1999-12-17 00:00:00,Sonho Médio,"Amanheceu mais uma vez
É hora de acordar para vencer
E ter o que falar
Alguém para mandar
Uma vida pra ordenar
Poder acumular e ai então viver
Viver e prosperar
Mais nada a pensar
Me myself and I
E assim permanecer
Credcard e status quo
É tudo que penso ser
Ilusão e questionar
O sonho médio vai
Vai te conquistar
E todo dia iremos juntos
Ao shopping pra gastar
Ter e sempre acreditar
Princípio meio e fim
A hipocrisia vai vencer
Vou sorrir para você
Será uma festa em meio ao caos
E as pessoas feias se apagarão
Pois somos eleitos
Pelo menos achamos ser
Nossa raça é superior
Pois vou fingir ser daquela cor
Pra trabalhar
Pra viver!
Não importa se meus filhos não terão educação
Ellis têm é que ter dinheiro e visual
O sonho médio vai
Vai te conquistar
Mentalidade de plástico e uma imagem a zelar"
Sonho Médio,1999-12-17 00:00:00,Por Paz,"Foi difícil acordar e tirar a mente da estagnação
Perplexidade, medo, apatia e falta de ação
Sonhei com uma estrada
Que levava ao nada
E havia uma placa que dizia pra enfrentar os erros ( pessoas) como ele(a)s são
Pedir por justiça
Se fazer entender
Pois a vaidade e a arrogância dos que tem (poder) passa a ser combustível pra lutar
Peço paz!!
Isso não é demais!!
Por um minuto, eternamente e nada mais
Era tão sinuosa
Que quase desisti
Mas em cada curva encontrava em que acreditar
Uma simples palavra
Me fez cair
Mas a escuridão me fez cegamente caminhar e continuar tentando
Peço paz!!
Lutar por paz!!
Por um minuto e eternamente e nada mais
Se tanto faz
Te peço paz
Paz
Paz"
Sonho Médio,1999-12-17 00:00:00,Fragmentos De Um Conflito Iminente,"Pai
Precisa me ensinar
Eu quero reagir
Não pode ser assim!
Filho
Eu vou te ajudar
Vamos sentar e orar
Tudo vai melhorar
Mas
Não se esqueça de comungar
E sempre acreditar
Você precisa subir ao céu!
Pai
Preciso entender
Tanto sofrimento
E tanta provação
Porque deve ser assim?
Filho
Esta vida é passageira
É melhor ignorar
Se preocupe em se salvar
Pois
O paraíso te espera
Viva e obedeça
Você não vai se decepcionar !"
Sonho Médio,1999-12-17 00:00:00,Hoje,"Pros que pensam que estão no auge dos tempos
E a arrogância faz seu sangue mudar de cor
Com a insensibilidade de um colonizador
Fizeram tudo mudar e não conseguem perceber
Que ser cidadão é consumir, uma imagem vale mais que mil caráteres
O príncipe presidente ser tornou, ""L'ai ces't faire l'ai ces't passer""!!
Hoje, Vamos pagar!!
Estamos fingindo!
Vamos sofrer! Casas vazias!!
Terceiro mundo!!
Vamos sofrer!!
Pois a fraternidade se tornou uma gangue
A felicidade agora é Ter
A liberdade vem embalada em plástico é colorida e tem gosto de isopor
Personalidade agora é criticar
A economia continua para alguns e a honestidade contém cfc, devo sorrir!!
Eu tenho e você não!!
Hoje!! Vamos pagar!!
Estamos fingindo!!
Vamos sofrer!! Elitização!!
3º mundo!! Vamos sofrer!
Ser racional é Ter um ego enorme,progresso significa tecnologia. Se estamos no auge dos tempos,porque tanta angustia? Mantenha seu orgulho e vamos cantar, já estamos condenados e pra que se preocupar? Pois nossa atitude é biodegradável, a história não poupará em nos condenar"
Sonho Médio,1999-12-17 00:00:00,Cidadão Padrão,"Almas vendidas
Você não quer nem saber
Por tanta indiferença
Não entendo sua omissão
Mas porque não agir se é você mesmo que sofre
E finge não ver por pura distração
Você não quer se unir não sabe o que é cooperação
Me diga porque este sorriso então!
Assinar o ponto
Seu transporte esta lotado!
Não há companheiros
Ninguém esta ao seu lado!
Só a fome a miséria
O circo e o pão
Você acha errado fazer a revolução e então
Deve aceitar o seu patrão
Seria demais dividir as coisas que vc já tem, cerveja, um par de tênis e o caos
Vamos sorrir e viver assim
Aceitar tudo como fomos instruídos e então!!
Viver em paz
Sem olhar pra traz
Não reagir
Sempre se omitir
A culpa não será em vão
Apagada em álcool e alcatrão
Por séculos e para todo sempre
Seremos o Cidadão Padrão"
Sonho Médio,1999-12-17 00:00:00,Sua Bandeira,"Te avisaram mas você fingiu não entender
Agora é tarde pra tentar voltar atrás
A sua bandeira se tornou prisão
Posso sentir o ódio em seu brasão
Não! Prefiro não!
Quero lutar mas em outra direção
E se te deram esperança 
E se tiraram seu emprego
Te pediram pra esquecer
Você não quis se aprofundar
O verdadeiro motivo seu orgulho vai esconder
O grande pai vai te falar
Sobre escórias vindas de outro lugar
A manipulação
É o maior orgulho mais será em vão
Pois seu pano limpo
Com listras e estrelas
Me fez lembrar o Mickey mouse
Não vou cantar!
Esse hino que você quer me obrigar
O mundo é um globo como uma nação
Se chama humanidade e parece sofrer em vão
Sou um cidadão
Quero igualdade e não ser o chefão"
Sonho Médio,1999-12-17 00:00:00,Canção Para Amigos,"Dead Fish - Canção para amigos
Album: Sonho Médio
As vezes penso que foi tudo em vão
Parei pra pensar tantos anos depois
Se lembra quando éramos mais jovens
E tudo parecia ser mais fácil
Acho que crescemos demais
Aconteceu o que temiamos
Não vamos mais nos entender
Se foi a natureza ou o sistema só o tempo, dirá
Vou seguir meu caminho
Lutar pelo o que insisto em acreditar
Vou tentar entender os seus
Desculpe dizer isso mas parece que você se vendeu
Mas que te traga paz
Leveza e força pra continuar
A vida é mesmo estranha
Nada é mais para sempre
Espero um dia poder sentar ao seu lado
E gordos e conformados podemos rir
Que nossos questionamentos não tenham sido em vão
Espero que algo tenha mudado até, então
Somos adultos demais
Caminhos opostos individuais
Tempo de crise e muita confusão
Queria lutar junto com você mas parece que não
Se canto esta canção
É porque ainda tenho fé
Mas meu sorriso é tão forçado
É porque não estou em paz nem ao seu lado
Se não sentirmos nada
Devemos tentar viver
E se o sistema nos separou
Tentar nos entender
E continuar a acreditar
Que o melhor é dialogar
Mesmo de longe te evitando
Te considero um irmão
Se tenho dúvidas demais
Por isso escrevo esta canção"
Sonho Médio,1999-12-17 00:00:00,Damn' Lie,"Thinking and talking asking a question
Why people die?
Nobody tell me and omissions says
What can I do?
Because of this shit, this world is sinking and sinking on graymire
And the money support ignorance, alienation while damn' lie
Damn' lie is a knife fixed in your back
Damn' lie is stupid, what can you do?
Damn' lie, less conscience, more money
Damn' lie
The stronger get money while destroying
While fucking your people
Everybody likes soap operas on TV
Your son is getting high with drugs and this people
Support disease and damn' lie
Damn' lie, your mind is deep in the dark
And your people now are fucking getting poor
Damn' lie, the stupid of this guys
Don't see any limit
I think they are blind
Destroying themselves
Give me a reason
Why this global situation
The money is eating all until your brain
Why people don't open their eyes
To see this muthafucker?
Damn' lie"
Sonho Médio,1999-12-17 00:00:00,Lost Soul,"Why it have to be like that my world is lost and I can't find itself
Patience is gone from me right now and there's nobody else
My soul is dead inside of me and there's no other way I can be
The tension is complete and I can't turn
I guess that my soul will burn
I guess that my soul will run
My life is desperate and I can't control
No working by myself I think I lost my soul
The confusion of a man is like that be f*cked up again, when youthink is all OK your soul is gone deep away. All the scares in myface are results of disgrace. When I try to make a goal I justcan't find I lost my soul"
Sirva-Se,1998-12-17 00:00:00,Molotov,"Muitos corpos caem
Cairão, camburão
Cassetete, porrada, porrete
Muitos nasceram
Morreram, viveram, lutaram
Cobraram, cobraram pra poder comer
Curiosos, interessados
Lutadores
Lutadores e mártires e líderes
Comam, briguem, briguem, lutem
Caiam mas não
Se esqueçam de se levantar
Molotov por todos que ainda irão
Molotov
Plantar, morar
Reformar, reagir, distribuir
Educar, dividir, compartilhar
Ensinar, progredir
Olhar, ignorar, falar
Brigar, brigar, correr
Comer, correr
Voltar a lutar
Infeliz do operário
Lutou, correu, comeu
Morou, lutou, lutou, gritou
Falou, fome passou
Molotov por todos que ainda irão
Ei você que viu e se indignou
Você que viu, e só viu
Ficou olhando, observando
Indignado, estático, apático
Enfrentou, combateu
Combateu, combateu, combateu
Gritou, gritou, gritou
Combateu
Dormiu na rua
Não acordou, morreu!
Molotov por todos que ainda irão
Molotov"
Sirva-Se,1998-12-17 00:00:00,Compra,"Hoje acordei com uma vontade de comprar
Pois ontem na TV vi pessoas a pedir
Porque eu não sei de nada
Mas na verdade finjo nem saber
Pois quando estou angustiado eu sei o que vou fazer
Comprar! comprar, meus filhos não vão perceber
Propaganda e marqueting vão ser
Sua escolha não vai ensinar nada não
Nada não
Não adiantaria pedir, nem apelar por distribuição aqui
Essas pessoas me olham e no fundo
Querem ser iguais a mim
Pra que ficar com pena se tenho tudo
Que eles querem ter
No fundo sei que estou errado
Mas continuo propagando o poder de ostentar
Será que você sabe quanto custa
Sua ânsia de comprar?
Tão infeliz será com tudo que dinheiro pode demarcar
Seita consumista cega sem saber
Será que ""bens"" materiais irão te completar
Não vou distribuir não quero saber
Distribuição? Não
Distribuição? Não, não, não"
Sirva-Se,1998-12-17 00:00:00,Anarquia Corporation,"Anarquia corporation industria e comércio
Acho que já sei o que você quer
Mais uma regra pra seguir, Constituição anárquica
Feita pra outra minoria dominar
Não há mudança só alternância de poder
Discriminado hoje descriminador amanhã
Mudança onde? Aonde cidadão
Anarquia coorporation, não me diga o que falar
Se for assim é melhor esquecer
Pensar direito no que venha a ser este ideal
Fascismo e violência travestidos com o A
Nada de amizade, consciência e educação
Não dá pra compreender, nem me entender
Então usarei a mesma formula pra viver
Não quero olhar pro lado, não quero nem te ver
Compartilhar pra que? Eu sou eu, sou eu
Milhares de teorias, milhões de ideologias
Todas parecem sempre cair no mesmo lugar
Anarquia coorporation, por favor, não me diga o que usar
Fascismo e violência travestidos com o A
Será que o Freire vai entender
Ou sua proposta distorcer?
Onde está o pensamento de paz e União?
E sobre a revolução?
Anarquia corporation, Anarquia corporation
Não me diga o que Falar
Anarquia corporation, Anarquia corporation
Não me diga o que usar"
Sirva-Se,1998-12-17 00:00:00,Third World Friendship,"Whats your conception what you call a friend
Sometimes is hard to know it is real or its a dream
And i used to have this guys who were here in my mind
But for money shit they must left the friendship away
They used to be angry together
We use to scream and fight
Now can you tell me whats right
They used to be my friend
We used to smile and fight
Now can you show me whats right i thought i wasted
Time but now i know you guys will be with me
The only thing to fight is for position
And if you dont society will eat you
These guys, you know, are gone cuz they dont want this f*cking shit
And now they clean the white feet in a first world nation
They used to be my friend
We used to smile and fight
And i dont know whats goin on!
I thought i wasted time
I dont know I just tried
But now I know you guys will be with me"
