album,data,musica,letra
sonho médio,1999-12-17T00:00:00.000000,por paz,"foi difícil acordar e tirar a mente da estagnação perplexidade, medo, apatia e falta de ação sonhei com uma estrada que levava ao nada e havia uma placa que dizia pra enfrentar os erros ( pessoas) como ele(a)s são pedir por justiça se fazer entender pois a vaidade e a arrogância dos que tem (poder) passa a ser combustível pra lutar peço paz!! isso não é demais!! por um minuto, eternamente e nada mais era tão sinuosa que quase desisti mas em cada curva encontrava em que acreditar uma simples palavra me fez cair mas a escuridão me fez cegamente caminhar e continuar tentando peço paz!! lutar por paz!! por um minuto e eternamente e nada mais se tanto faz te peço paz paz paz"
sonho médio,1999-12-17T00:00:00.000000,fragmentos de um conflito iminente,pai precisa me ensinar eu quero reagir não pode ser assim! filho eu vou te ajudar vamos sentar e orar tudo vai melhorar mas não se esqueça de comungar e sempre acreditar você precisa subir ao céu! pai preciso entender tanto sofrimento e tanta provação porque deve ser assim? filho esta vida é passageira é melhor ignorar se preocupe em se salvar pois o paraíso te espera viva e obedeça você não vai se decepcionar !
sonho médio,1999-12-17T00:00:00.000000,hoje,"pros que pensam que estão no auge dos tempos e a arrogância faz seu sangue mudar de cor com a insensibilidade de um colonizador fizeram tudo mudar e não conseguem perceber que ser cidadão é consumir, uma imagem vale mais que mil caráteres o príncipe presidente ser tornou, ""l'ai ces't faire l'ai ces't passer""!! hoje, vamos pagar!! estamos fingindo! vamos sofrer! casas vazias!! terceiro mundo!! vamos sofrer!! pois a fraternidade se tornou uma gangue a felicidade agora é ter a liberdade vem embalada em plástico é colorida e tem gosto de isopor personalidade agora é criticar a economia continua para alguns e a honestidade contém cfc, devo sorrir!! eu tenho e você não!! hoje!! vamos pagar!! estamos fingindo!! vamos sofrer!! elitização!! 3º mundo!! vamos sofrer! ser racional é ter um ego enorme,progresso significa tecnologia. se estamos no auge dos tempos,porque tanta angustia? mantenha seu orgulho e vamos cantar, já estamos condenados e pra que se preocupar? pois nossa atitude é biodegradável, a história não poupará em nos condenar"
sonho médio,1999-12-17T00:00:00.000000,cidadão padrão,"almas vendidas você não quer nem saber por tanta indiferença não entendo sua omissão mas porque não agir se é você mesmo que sofre e finge não ver por pura distração você não quer se unir não sabe o que é cooperação me diga porque este sorriso então! assinar o ponto seu transporte esta lotado! não há companheiros ninguém esta ao seu lado! só a fome a miséria o circo e o pão você acha errado fazer a revolução e então deve aceitar o seu patrão seria demais dividir as coisas que vc já tem, cerveja, um par de tênis e o caos vamos sorrir e viver assim aceitar tudo como fomos instruídos e então!! viver em paz sem olhar pra traz não reagir sempre se omitir a culpa não será em vão apagada em álcool e alcatrão por séculos e para todo sempre seremos o cidadão padrão"
sonho médio,1999-12-17T00:00:00.000000,sua bandeira,te avisaram mas você fingiu não entender agora é tarde pra tentar voltar atrás a sua bandeira se tornou prisão posso sentir o ódio em seu brasão não! prefiro não! quero lutar mas em outra direção e se te deram esperança e se tiraram seu emprego te pediram pra esquecer você não quis se aprofundar o verdadeiro motivo seu orgulho vai esconder o grande pai vai te falar sobre escórias vindas de outro lugar a manipulação é o maior orgulho mais será em vão pois seu pano limpo com listras e estrelas me fez lembrar o mickey mouse não vou cantar! esse hino que você quer me obrigar o mundo é um globo como uma nação se chama humanidade e parece sofrer em vão sou um cidadão quero igualdade e não ser o chefão
sonho médio,1999-12-17T00:00:00.000000,canção para amigos,"dead fish - canção para amigos album: sonho médio as vezes penso que foi tudo em vão parei pra pensar tantos anos depois se lembra quando éramos mais jovens e tudo parecia ser mais fácil acho que crescemos demais aconteceu o que temiamos não vamos mais nos entender se foi a natureza ou o sistema só o tempo, dirá vou seguir meu caminho lutar pelo o que insisto em acreditar vou tentar entender os seus desculpe dizer isso mas parece que você se vendeu mas que te traga paz leveza e força pra continuar a vida é mesmo estranha nada é mais para sempre espero um dia poder sentar ao seu lado e gordos e conformados podemos rir que nossos questionamentos não tenham sido em vão espero que algo tenha mudado até, então somos adultos demais caminhos opostos individuais tempo de crise e muita confusão queria lutar junto com você mas parece que não se canto esta canção é porque ainda tenho fé mas meu sorriso é tão forçado é porque não estou em paz nem ao seu lado se não sentirmos nada devemos tentar viver e se o sistema nos separou tentar nos entender e continuar a acreditar que o melhor é dialogar mesmo de longe te evitando te considero um irmão se tenho dúvidas demais por isso escrevo esta canção"
sonho médio,1999-12-17T00:00:00.000000,damn' lie,"thinking and talking asking a question why people die? nobody tell me and omissions says what can i do? because of this shit, this world is sinking and sinking on graymire and the money support ignorance, alienation while damn' lie damn' lie is a knife fixed in your back damn' lie is stupid, what can you do? damn' lie, less conscience, more money damn' lie the stronger get money while destroying while fucking your people everybody likes soap operas on tv your son is getting high with drugs and this people support disease and damn' lie damn' lie, your mind is deep in the dark and your people now are fucking getting poor damn' lie, the stupid of this guys don't see any limit i think they are blind destroying themselves give me a reason why this global situation the money is eating all until your brain why people don't open their eyes to see this muthafucker? damn' lie"
sonho médio,1999-12-17T00:00:00.000000,lost soul,"why it have to be like that my world is lost and i can't find itself patience is gone from me right now and there's nobody else my soul is dead inside of me and there's no other way i can be the tension is complete and i can't turn i guess that my soul will burn i guess that my soul will run my life is desperate and i can't control no working by myself i think i lost my soul the confusion of a man is like that be f*cked up again, when youthink is all ok your soul is gone deep away. all the scares in myface are results of disgrace. when i try to make a goal i justcan't find i lost my soul"
sirva-se,1998-12-17T00:00:00.000000,molotov,"muitos corpos caem cairão, camburão cassetete, porrada, porrete muitos nasceram morreram, viveram, lutaram cobraram, cobraram pra poder comer curiosos, interessados lutadores lutadores e mártires e líderes comam, briguem, briguem, lutem caiam mas não se esqueçam de se levantar molotov por todos que ainda irão molotov plantar, morar reformar, reagir, distribuir educar, dividir, compartilhar ensinar, progredir olhar, ignorar, falar brigar, brigar, correr comer, correr voltar a lutar infeliz do operário lutou, correu, comeu morou, lutou, lutou, gritou falou, fome passou molotov por todos que ainda irão ei você que viu e se indignou você que viu, e só viu ficou olhando, observando indignado, estático, apático enfrentou, combateu combateu, combateu, combateu gritou, gritou, gritou combateu dormiu na rua não acordou, morreu! molotov por todos que ainda irão molotov"
sirva-se,1998-12-17T00:00:00.000000,compra,"hoje acordei com uma vontade de comprar pois ontem na tv vi pessoas a pedir porque eu não sei de nada mas na verdade finjo nem saber pois quando estou angustiado eu sei o que vou fazer comprar! comprar, meus filhos não vão perceber propaganda e marqueting vão ser sua escolha não vai ensinar nada não nada não não adiantaria pedir, nem apelar por distribuição aqui essas pessoas me olham e no fundo querem ser iguais a mim pra que ficar com pena se tenho tudo que eles querem ter no fundo sei que estou errado mas continuo propagando o poder de ostentar será que você sabe quanto custa sua ânsia de comprar? tão infeliz será com tudo que dinheiro pode demarcar seita consumista cega sem saber será que ""bens"" materiais irão te completar não vou distribuir não quero saber distribuição? não distribuição? não, não, não"
sirva-se,1998-12-17T00:00:00.000000,anarquia corporation,"anarquia corporation industria e comércio acho que já sei o que você quer mais uma regra pra seguir, constituição anárquica feita pra outra minoria dominar não há mudança só alternância de poder discriminado hoje descriminador amanhã mudança onde? aonde cidadão anarquia coorporation, não me diga o que falar se for assim é melhor esquecer pensar direito no que venha a ser este ideal fascismo e violência travestidos com o a nada de amizade, consciência e educação não dá pra compreender, nem me entender então usarei a mesma formula pra viver não quero olhar pro lado, não quero nem te ver compartilhar pra que? eu sou eu, sou eu milhares de teorias, milhões de ideologias todas parecem sempre cair no mesmo lugar anarquia coorporation, por favor, não me diga o que usar fascismo e violência travestidos com o a será que o freire vai entender ou sua proposta distorcer? onde está o pensamento de paz e união? e sobre a revolução? anarquia corporation, anarquia corporation não me diga o que falar anarquia corporation, anarquia corporation não me diga o que usar"
sirva-se,1998-12-17T00:00:00.000000,third world friendship,"what's your conception what you call a friend sometimes is hard to know it is real or it's a dream and i used to have this guys who were here in my mind but for money shit they must left the friendship away they used to be angry together we use to scream and fight now can you tell me what's right they used to be my friend we used to smile and fight now can you show me what's right i thought i wasted time but now i know you guys will be with me the only thing to fight is for position and if you don't society will eat you these guys, you know, are gone 'cuz they don't want this f*cking' shit and now they clean the white feet in a first world nation they used to be my friend we used to smile and fight and i don't know what's goin' on! i thought i wasted time i don't know i just tried but now i know you guys will be with me"
sirva-se,1998-12-17T00:00:00.000000,mst,"quem você pensa que eu sou aquele que você viu na tv o que te faz pensar que sou tão diferente de você? pois eu tenho família e filhos pra criar e sou que estou aqui lutando pelo que é meu por direito devo ocupar, devo produzir, devo resistir devo ocupar, devo produzir, devo resistir devo ocupar, devo produzir, devo resistir devo ocupar, devo produzir, devo resistir pouco me importa se você não gosta da cor da minha bandeira pois sou eu que estou aqui e sou eu que tomo bala dos que deveriam me defender falsos amigos de uma nação não querem ensinar o que é um cidadão devo ocupar, devo produzir, devo resistir devo ocupar, devo produzir, devo resistir devo ocupar, devo produzir, devo resistir devo ocupar, devo produzir, devo resistir ""o campo brasileiro continua produzindo sangue e assistindo como no passado a um desfile de bandeiras vermelhas entre multidões de miseráveis sob o comando do mst, combater um latifúndio, desapropriar, ocupar e distribuir as palavras de ódio que resistem ao tempo como resistem a concentração fundiária; 0,9 dos produtores detêm mais de 35% das terras"" a ganância dessa elite já foi demais 400 anos de massacre também já é demais vou ocupar, vou produzir, vou resistir vou ocupar, vou produzir, vou resistir vou ocupar, vou produzir, vou resistir vou ocupar, vou produzir, vou resistir poder ao povo"
sirva-se,1998-12-17T00:00:00.000000,diarioamente,"mais uma pessoa jogada nas ruas e você não percebeu mais uma prova da sua miséria que você finge não perceber o que há de errado em sua vida o que é que foi que aconteceu você não pode dizer que apenas se acostumou tragédias diárias vividas, nas ruas do brasil você fingiu que não viu e também que não ouviu erros da vida lapsos de percepção diariamente e você sequer estende a mão mais um pretinho jogado nas ruas e você se enfureceu por onde é que você esteve por todos esses anos por onde é que você andou esperando sentado que um dia tudo vá melhorar tragédias diárias vividas nas ruas de um país nem olhar para lado e fingir que é feliz e nem a violência vivida diariamente faz você mudar e melhor ficar sentado e esperar até morrer e sobre a miséria e a televisão e sobre o governo e o cidadão e sobre nossas vidas meu irmão e sobre o estado e a constituição e sobre tudo.... diariamente, diariamente diariamente"
sirva-se,1998-12-17T00:00:00.000000,just skate,"a new sk8 session now you'll face it, this will be nice and more than you need. no rules, no limits, style in your tricks it's just skateboard, go for it my life is my skateboard, my style is my skateboard. skate is over my god mom and dad, they don't understand me and say move your ass. it's discrimination inside in their head i think of my skateboard and go ahead"
sirva-se,1998-12-17T00:00:00.000000,social agression,"it's so hard to live nowadays politicians all in fake and shit all around there's no reason to live now they spit in your face and you can't make any move the solution of this possession now is social aggression now a social aggression social aggression there is no solution i don't care about what you think now, f*ck you all .now i know there i'm f*cked up again walking in this f*cking street with shit in my brain i don't care about your reflection the reason of my life is social aggression"
sirva-se,1998-12-17T00:00:00.000000,individualismo de massa,"eu sou o indivíduo hoje não venho do nada meu momento é aqui não sei lhe devo respeito de lhe ser direito você deve me respeitar na verdade penso que sou um mas sou um milhão não quero nem saber porque não me venha com apatia individualismo de massa pra acabar com nossas vidas vivo meu mundo perfeito e não paro pra pensar que existem outros ao meu lado cada um em seu lugar não respeito opiniões, muito menos decisões sou contra o diferente, eu nem considero gente minha vida é criticar, muito mau eu vou falar vocês tem que me escutar ... na verdade penso que sou um mas sou um milhão não quero nem saber porque não me venha com apatia individualismo de massa pra acabar com nossas vidas não venha me pedir ajuda pois sou um hipócrita digo o que é melhor pra mim acho bem melhor assim quero ser igual aos outros quero sempre estar na moda eu quero ser popular vou me auto-estimar na verdade penso que sou um mas sou um milhão não quero nem saber porque não me venha com apatia individualismo de massa pra acabar com nossas vidas onde apenas um são todos e todos não são nenhum pois sou eu não sou ninguém acho que você também ..."
sirva-se,1998-12-17T00:00:00.000000,you against!,"it always have to be like that another word negative you always trying to be higher than me but now i know that was attitude is pure fear of been denied but i don't mind this f*cking shit dure ho punk guy it's always wrong, it's always have to be, what i'm telling you is just you against me. you always right my mind every day wake up ok, but i don't know if you even have one cause this situation is not ok for your image you could loose money against a stinking, fool not at the system guy a perfect world... driven by perfect society... always trying to be upper me..."
sirva-se,1998-12-17T00:00:00.000000,fight for conscience,"if you think that is all ok around you around the world you should better open a book and study some real history. but your mind smells like mud, your brain in your knees, the bad politician you voted last year is f*cking your life now you can't say anything you gave him power conscience is a virtue that everybody could have but the establishment don't want they prefer, empty brains is a easiest to command and lie everybody must fight for conscience. those false culture vehicled by tv and demagogic ideas are always in the top in benefit of the great minority cuz you can't f*cking stay against and in a minute the government put you in the wall with the police that you'll give it away. how can this world became a machine of brain wash a racial, etnical disturbs. sometimes is hard to understand that half of world don't know how to read and the rest is manipulate by education schools"
sirva-se,1998-12-17T00:00:00.000000,wrong,"when you stay contrite praying for the gods someone is talking and trying to command your mind and with the money of innocent people benevolence made a machine of illusion to command the world (humanity) while you destroy yourself on this state of mind i'd like to tell you some truth (lie, shit, nothing) cause there's no buddha, no ala, no jesus christ, to forgive what your religion used to do centuries of war made in name of one god, and millions of children are killed with out even know why i don't believe that this seat can put your life in peace, and if you care, i don't mind if one day you're gonna get rich religion never gave people better life, only work on his rule and use people, etnie-sand races to make money for his own"
sirva-se,1998-12-17T00:00:00.000000,no place,"living in this f*cking city i don't have a place to eat i don't have any other place to go i don't have a friend to meet tudo que foi dito, pode ser errado nada foi em vão pois ainda estamos aqui pra contar o que passou e se a vida fez somente agente crescer temos tato ainda pela frente pra viver shame and hate taked away my friends from me shame and hate taked away my friends from me living in this f*cking city i don't have a place to eat i don't have any other shit to go i don't have a friend to meet 1990 éramos tão crianças e nos achávamos tão maduros pra perceber que a história passa e conta sem se ver sobre uma banda que ainda insiste em viver"
sirva-se,1998-12-17T00:00:00.000000,the party,"come on everybody let's join the party they're killing another brother, so let's go, maybe they'll let us see! how fascinating scene where everything come out in a distorted way come on let's go let's watch a new sacrifice they manipulate, i know what is better for me yeah they don't killed our bro. it's just a movie scenery! now i'm fascinate, come on join us and celebrate the new order (that you) now imposed so now we just a little bit concerned! or just cry for a few? while they're killing million and we can only see one or two what's on tv? sometimes we do the same! cause we have messias who only says the truth and we don't wanna hear the voice of pervert youth all these children need's a dosage of reality in our institution to learn not speak nosence about our good system our community is tired of been defied by this dirty punks (they manipulate... now i'm fascinate...) is there any answer for what they are doing we can't also assume but sometimes"
